date,ranking,name,country,url,points,tournaments
08.09.2014,331,"Cachin, Pedro",ARG,/Tennis/Players/Ca/P/Pedro-Cachin.aspx,134,25
08.09.2014,332,"Silva, Frederico Ferreira",POR,/Tennis/Players/Si/F/Frederico-Ferreira-Silva.aspx,134,28
08.09.2014,333,"Lokoli, Laurent",FRA,/Tennis/Players/Lo/L/Laurent-Lokoli.aspx,132,23
08.09.2014,334,"Venus, Michael",NZL,/Tennis/Players/Ve/M/Michael-Venus.aspx,132,14
08.09.2014,335,"Ouahab, Lamine",MAR,/Tennis/Players/Ou/L/Lamine-Ouahab.aspx,132,15
08.09.2014,336,"Salamanca, Carlos",COL,/Tennis/Players/Sa/C/Carlos-Salamanca.aspx,131,19
08.09.2014,337,"Donaldson, Jared",USA,/Tennis/Players/Do/J/Jared-Donaldson.aspx,131,21
08.09.2014,338,"Dellien, Hugo",BOL,/Tennis/Players/De/H/Hugo-Dellien.aspx,131,24
08.09.2014,339,"Cagnina, Julien",BEL,/Tennis/Players/Ca/J/Julien-Cagnina.aspx,130,23
08.09.2014,340,"Donati, Matteo",ITA,/Tennis/Players/Do/M/Matteo-Donati.aspx,130,29
08.09.2014,341,"Kicker, Nicolas",ARG,/Tennis/Players/Ki/N/Nicolas-Kicker.aspx,129,28
08.09.2014,342,"Peliwo, Filip",CAN,/Tennis/Players/Pe/F/Filip-Peliwo.aspx,128,17
08.09.2014,343,"Velotti, Agustin",ARG,/Tennis/Players/Ve/A/Agustin-Velotti.aspx,127,17
08.09.2014,344,"Niki, Takuto",JPN,/Tennis/Players/Ni/T/Takuto-Niki.aspx,127,23
08.09.2014,345,"Lizariturry, Juan",ESP,/Tennis/Players/Li/J/Juan-Lizariturry.aspx,127,26
08.09.2014,346,"Sikora, Adrian",SVK,/Tennis/Players/Si/A/Adrian-Sikora.aspx,127,29
08.09.2014,347,"De Paula, Fabiano",BRA,/Tennis/Players/De/F/Fabiano-De-Paula.aspx,126,23
08.09.2014,348,"Meister, Nicolas",USA,/Tennis/Players/Me/N/Nicolas-Meister.aspx,126,27
08.09.2014,349,"Gigounon, Germain",BEL,/Tennis/Players/Gi/G/Germain-Gigounon.aspx,126,30
08.09.2014,350,"Rufin, Guillaume",FRA,/Tennis/Players/Ru/G/Guillaume-Rufin.aspx,125,11
08.09.2014,351,"Langer, Nils",GER,/Tennis/Players/La/N/Nils-Langer.aspx,125,20
08.09.2014,352,"Banes, Maverick",AUS,/Tennis/Players/Ba/M/Maverick-Banes.aspx,125,25
08.09.2014,353,"Fratangelo, Bjorn",USA,/Tennis/Players/Fr/B/Bjorn-Fratangelo.aspx,124,20
08.09.2014,354,"Barrientos, Nicolas",COL,/Tennis/Players/Ba/N/Nicolas-Barrientos.aspx,124,23
08.09.2014,355,"Rodriguez - Pace, Ricardo",VEN,/Tennis/Players/Ro/R/Ricardo-Rodriguez-Pace.aspx,124,26
08.09.2014,356,"Trevisan, Matteo",ITA,/Tennis/Players/Tr/M/Matteo-Trevisan.aspx,123,18
08.09.2014,357,"Panfil, Grzegorz",POL,/Tennis/Players/Pa/G/Grzegorz-Panfil.aspx,123,19
08.09.2014,358,"Singh, Sanam",IND,/Tennis/Players/Si/S/Sanam-Singh.aspx,123,23
08.09.2014,359,"Lobkov, Alexander",RUS,/Tennis/Players/Lo/A/Alexander-Lobkov.aspx,123,24
08.09.2014,360,"King, Kevin",USA,/Tennis/Players/Ki/K/Kevin-King.aspx,122,18
08.09.2014,361,"Milojevic, Nikola",SRB,/Tennis/Players/Mi/N/Nikola-Milojevic.aspx,122,19
08.09.2014,362,"Darcis, Steve",BEL,/Tennis/Players/Da/S/Steve-Darcis.aspx,121,10
08.09.2014,363,"Sant'anna, Bruno",BRA,/Tennis/Players/Sa/B/Bruno-Santanna.aspx,121,25
08.09.2014,364,"Tipsarevic, Janko",SRB,/Tennis/Players/Top-Players/Janko-Tipsarevic.aspx,120,12
08.09.2014,365,"Kutrovsky, Dimitar",BUL,/Tennis/Players/Ku/D/Dimitar-Kutrovsky.aspx,120,21
08.09.2014,366,"Angelinos, Theodoros",GRE,/Tennis/Players/An/T/Theodoros-Angelinos.aspx,120,22
08.09.2014,367,"Pereira, Jose",BRA,/Tennis/Players/Pe/J/Jose-Pereira.aspx,119,23
08.09.2014,368,"Souto, David",VEN,/Tennis/Players/So/D/David-Souto.aspx,119,24
08.09.2014,369,"Lipovsek Puches, Tomas",ARG,/Tennis/Players/Li/T/Tomas-Lipovsek-Puches.aspx,119,30
08.09.2014,370,"Zhyrmont, Dzmitry",BLR,/Tennis/Players/Zh/D/Dzmitry-Zhyrmont.aspx,117,19
08.09.2014,371,"Sabry, Sherif",EGY,/Tennis/Players/Sa/S/Sherif-Sabry.aspx,117,20
08.09.2014,372,"Lazov, Alexander",BUL,/Tennis/Players/La/A/Alexander-Lazov.aspx,117,21
08.09.2014,373,"Schmid, Michal",CZE,/Tennis/Players/Sc/M/Michal-Schmid.aspx,117,22
08.09.2014,374,"Cuevas, Martin",URU,/Tennis/Players/Cu/M/Martin-Cuevas.aspx,116,24
08.09.2014,375,"Leite, Wilson",BRA,/Tennis/Players/Le/W/Wilson-Leite.aspx,116,29
08.09.2014,376,"Propoggia, Dane",AUS,/Tennis/Players/Pr/D/Dane-Propoggia.aspx,114,21
08.09.2014,377,"Horansky, Filip",SVK,/Tennis/Players/Ho/F/Filip-Horansky.aspx,114,24
08.09.2014,378,"Musialek, Alexis",FRA,/Tennis/Players/Mu/A/Alexis-Musialek.aspx,114,30
08.09.2014,379,"Whittington, Andrew",AUS,/Tennis/Players/Wh/A/Andrew-Whittington.aspx,113,18
08.09.2014,380,"Willis, Marcus",GBR,/Tennis/Players/Wi/M/Marcus-Willis.aspx,113,25
08.09.2014,381,"Hajek, Jan",CZE,/Tennis/Players/Ha/J/Jan-Hajek.aspx,112,20
08.09.2014,382,"Kibi, Yuya",JPN,/Tennis/Players/Ki/Y/Yuya-Kibi.aspx,112,18
08.09.2014,383,"Struvay, Eduardo",COL,/Tennis/Players/St/E/Eduardo-Struvay.aspx,112,24
08.09.2014,384,"Hocevar, Ricardo",BRA,/Tennis/Players/Ho/R/Ricardo-Hocevar.aspx,112,24
08.09.2014,385,"Nys, Hugo",FRA,/Tennis/Players/Ny/H/Hugo-Nys.aspx,112,26
08.09.2014,386,"Semrajc, Janez",SLO,/Tennis/Players/Se/J/Janez-Semrajc.aspx,111,16
08.09.2014,387,"Dubarenco, Maxim",MDA,/Tennis/Players/Du/M/Maxim-Dubarenco.aspx,111,21
08.09.2014,388,"Escobar, Gonzalo",ECU,/Tennis/Players/Es/G/Gonzalo-Escobar.aspx,111,21
08.09.2014,389,"Teixeira, Maxime",FRA,/Tennis/Players/Te/M/Maxime-Teixeira.aspx,111,23
08.09.2014,390,"Pashanski, Boris",SRB,/Tennis/Players/Pa/B/Boris-Pashanski.aspx,110,9
08.09.2014,391,"Monteiro, Thiago",BRA,/Tennis/Players/Mo/T/Thiago-Monteiro.aspx,108,16
08.09.2014,392,"Rosenholm, Patrik",SWE,/Tennis/Players/Ro/P/Patrik-Rosenholm.aspx,108,20
08.09.2014,393,"Arenas-Gualda, Ivan",ESP,/Tennis/Players/Ar/I/Ivan-Arenas-Gualda.aspx,108,32
08.09.2014,394,", Zhe Li",CHN,/Tennis/Players/Li/Z/Zhe-Li.aspx,107,13
08.09.2014,395,"Smith, Connor",USA,/Tennis/Players/Sm/C/Connor-Smith.aspx,106,12
08.09.2014,396,"Lim, Yong-Kyu",KOR,/Tennis/Players/Li/Y/Yong-Kyu-Lim.aspx,106,14
08.09.2014,397,"Romboli, Fernando",BRA,/Tennis/Players/Ro/F/Fernando-Romboli.aspx,106,19
08.09.2014,398,"Zaitcev, Anton",RUS,/Tennis/Players/Za/A/Anton-Zaitcev.aspx,106,22
08.09.2014,399,"Mesaros, Kristijan",CRO,/Tennis/Players/Me/K/Kristijan-Mesaros.aspx,105,21
08.09.2014,400,"Djere, Laslo",SRB,/Tennis/Players/Dj/L/Laslo-Djere.aspx,105,22
08.09.2014,401,"Nguyen, Daniel",USA,/Tennis/Players/Ng/D/Daniel-Nguyen.aspx,105,24
08.09.2014,402,"Perez Sanz, David",ESP,/Tennis/Players/Pe/D/David-Perez-Sanz.aspx,105,33
08.09.2014,403,"Pulgar-Garcia, Jaime",ESP,/Tennis/Players/Pu/J/Jaime-Pulgar-Garcia.aspx,105,35
08.09.2014,404,"Pavic, Mate",CRO,/Tennis/Players/Pa/M/Mate-Pavic.aspx,104,15
08.09.2014,405,"Milton, Joshua",GBR,/Tennis/Players/Mi/J/Joshua-Milton.aspx,104,21
08.09.2014,406,"Jankovic, Miki",SRB,/Tennis/Players/Ja/M/Miki-Jankovic.aspx,104,25
08.09.2014,407,"Golding, Oliver",GBR,/Tennis/Players/Go/O/Oliver-Golding.aspx,103,17
08.09.2014,408,"Vovk, Stanislav",RUS,/Tennis/Players/Vo/S/Stanislav-Vovk.aspx,103,19
08.09.2014,409,"El Mihdawy, Adam",USA,/Tennis/Players/El/A/Adam-El-Mihdawy.aspx,103,23
08.09.2014,410,"Spir, Juan-Carlos",COL,/Tennis/Players/Sp/J/Juan-Carlos-Spir.aspx,102,16
08.09.2014,411,"Brizzi, Alberto",ITA,/Tennis/Players/Br/A/Alberto-Brizzi.aspx,102,23
08.09.2014,412,"Coria, Federico",ARG,/Tennis/Players/Co/F/Federico-Coria.aspx,102,27
08.09.2014,413,"Bossel, Adrien",SUI,/Tennis/Players/Bo/A/Adrien-Bossel.aspx,101,19
08.09.2014,414,"Kim, Cheong-Eui",KOR,/Tennis/Players/Ki/C/Cheong-Eui-Kim.aspx,100,17
08.09.2014,415,"Kontinen, Micke",FIN,/Tennis/Players/Ko/M/Micke-Kontinen.aspx,99,15
08.09.2014,416,"Aguilar, Jorge",CHI,/Tennis/Players/Ag/J/Jorge-Aguilar.aspx,99,22
08.09.2014,417,"Sekiguchi, Shuichi",JPN,/Tennis/Players/Se/S/Shuichi-Sekiguchi.aspx,99,22
08.09.2014,418,"Rodrigues, Mathieu",FRA,/Tennis/Players/Ro/M/Mathieu-Rodrigues.aspx,98,11
08.09.2014,419,"Couacaud, Enzo",FRA,/Tennis/Players/Co/E/Enzo-Couacaud.aspx,98,18
08.09.2014,420,"Matsui, Toshihide",JPN,/Tennis/Players/Ma/T/Toshihide-Matsui.aspx,98,21
08.09.2014,421,"Partl, Adrian",SVK,/Tennis/Players/Pa/A/Adrian-Partl.aspx,98,22
08.09.2014,422,"Neuchrist, Maximilian",AUT,/Tennis/Players/Ne/M/Maximilian-Neuchrist.aspx,98,23
08.09.2014,423,"Lestienne, Constant",FRA,/Tennis/Players/Le/C/Constant-Lestienne.aspx,98,31
08.09.2014,424,"Giron, Marcos",USA,/Tennis/Players/Gi/M/Marcos-Giron.aspx,97,14
08.09.2014,425,"De Loore, Joris",BEL,/Tennis/Players/De/J/Joris-De-Loore.aspx,96,12
08.09.2014,426,"Nevolo, Dennis",USA,/Tennis/Players/Ne/D/Dennis-Nevolo.aspx,96,22
08.09.2014,427,"Krueger, Mitchell",USA,/Tennis/Players/Kr/M/Mitchell-Krueger.aspx,96,23
08.09.2014,428,"Saavedra-Corvalan, Cristobal",CHI,/Tennis/Players/Sa/C/Cristobal-Saavedra-Corvalan.aspx,96,31
08.09.2014,429,"Stebe, Cedrik-Marcel",GER,/Tennis/Players/St/C/Cedrik-Marcel-Stebe.aspx,95,2
08.09.2014,430,"Myneni, Saketh",IND,/Tennis/Players/My/S/Saketh-Myneni.aspx,95,15
08.09.2014,431,"Crepaldi, Erik",ITA,/Tennis/Players/Cr/E/Erik-Crepaldi.aspx,95,33
08.09.2014,432,"Diaz-Figueroa, Christopher",GUA,/Tennis/Players/Di/C/Christopher-Diaz-Figueroa.aspx,94,20
08.09.2014,433,"Balleret, Benjamin",MON,/Tennis/Players/Ba/B/Benjamin-Balleret.aspx,94,22
08.09.2014,434,"Hidalgo, Gabriel Alejandro",ARG,/Tennis/Players/Hi/G/Gabriel-Alejandro-Hidalgo.aspx,93,17
08.09.2014,435,"Trusendi, Walter",ITA,/Tennis/Players/Tr/W/Walter-Trusendi.aspx,93,18
08.09.2014,436,"Eriksson, Markus",SWE,/Tennis/Players/Er/M/Markus-Eriksson.aspx,92,21
08.09.2014,437,"Naso, Gianluca",ITA,/Tennis/Players/Na/G/Gianluca-Naso.aspx,92,26
08.09.2014,438,"Van Peperzeel, Gavin",AUS,/Tennis/Players/Va/G/Gavin-Van-Peperzeel.aspx,92,27
08.09.2014,439,"Takeuchi, Kento",JPN,/Tennis/Players/Ta/K/Kento-Takeuchi.aspx,92,29
08.09.2014,440,"Davydenko, Philipp",RUS,/Tennis/Players/Da/P/Philipp-Davydenko.aspx,90,13
08.09.2014,441,"Beretta, Duilio",PER,/Tennis/Players/Be/D/Duilio-Beretta.aspx,90,14
08.09.2014,442,"Kuzmanov, Dimitar",BUL,/Tennis/Players/Ku/D/Dimitar-Kuzmanov.aspx,90,20
08.09.2014,443,"Sakharov, Gleb",FRA,/Tennis/Players/Sa/G/Gleb-Sakharov.aspx,90,21
08.09.2014,444,"Wang, Tak Khunn",FRA,/Tennis/Players/Wa/T/Tak-Khunn-Wang.aspx,90,25
08.09.2014,445,"Ojeda Lara, Ricardo",ESP,/Tennis/Players/Oj/R/Ricardo-Ojeda-Lara.aspx,90,28
08.09.2014,446,"Baluda, Victor",RUS,/Tennis/Players/Ba/V/Victor-Baluda.aspx,89,18
08.09.2014,447,"Kern, Robin",GER,/Tennis/Players/Ke/R/Robin-Kern.aspx,89,24
08.09.2014,448,"Vagnozzi, Simone",ITA,/Tennis/Players/Va/S/Simone-Vagnozzi.aspx,89,24
08.09.2014,449,"Vatutin, Alexey",RUS,/Tennis/Players/Va/A/Alexey-Vatutin.aspx,88,14
08.09.2014,450,"Serra, Florent",FRA,/Tennis/Players/Se/F/Florent-Serra.aspx,88,19
08.09.2014,451,"Fortuna, Claudio",ITA,/Tennis/Players/Fo/C/Claudio-Fortuna.aspx,88,26
08.09.2014,452,"Novikov, Dennis",USA,/Tennis/Players/No/D/Dennis-Novikov.aspx,87,20
08.09.2014,453,"Urzua-Rivera, Ricardo",CHI,/Tennis/Players/Ur/R/Ricardo-Urzua-Rivera.aspx,87,28
08.09.2014,454,"Jankovits, Yannick",FRA,/Tennis/Players/Ja/Y/Yannick-Jankovits.aspx,86,17
08.09.2014,455,"Martinez, Mateo Nicolas",ARG,/Tennis/Players/Ma/M/Mateo-Nicolas-Martinez.aspx,86,24
08.09.2014,456,"Arneodo, Romain",MON,/Tennis/Players/Ar/R/Romain-Arneodo.aspx,86,24
08.09.2014,457,"Becker, Richard",GER,/Tennis/Players/Be/R/Richard-Becker.aspx,85,17
08.09.2014,458,"Luncanu, Petru-Alexandru",ROU,/Tennis/Players/Lu/P/Petru-Alexandru-Luncanu.aspx,85,18
08.09.2014,459,"Semjan, Marek",SVK,/Tennis/Players/Se/M/Marek-Semjan.aspx,85,25
08.09.2014,460,"Boutillier, Remi",FRA,/Tennis/Players/Bo/R/Remi-Boutillier.aspx,84,25
08.09.2014,461,"Martinez, Luis David",VEN,/Tennis/Players/Ma/L/Luis-David-Martinez.aspx,84,27
08.09.2014,462,"Ehrat, Sandro",SUI,/Tennis/Players/Eh/S/Sandro-Ehrat.aspx,83,8
08.09.2014,463,"Linzer, Michael",AUT,/Tennis/Players/Li/M/Michael-Linzer.aspx,83,14
08.09.2014,464,"Lojda, Dusan",CZE,/Tennis/Players/Lo/D/Dusan-Lojda.aspx,83,15
08.09.2014,465,"Escobedo, Ernesto",USA,/Tennis/Players/Es/E/Ernesto-Escobedo-E873.aspx,83,15
08.09.2014,466,"Kondo, Hiroki",JPN,/Tennis/Players/Ko/H/Hiroki-Kondo.aspx,83,20
08.09.2014,467,"Arauzo-Martinez, Juan-Samuel",ESP,/Tennis/Players/Ar/J/Juan-Samuel-Arauzo-Martinez.aspx,83,29
08.09.2014,468,"Bai, Yan",CHN,/Tennis/Players/Ba/Y/Yan-Bai.aspx,82,12
08.09.2014,469,"Manafov, Vladyslav",UKR,/Tennis/Players/Ma/V/Vladyslav-Manafov.aspx,82,19
08.09.2014,470,"Hank, Tigre",MEX,/Tennis/Players/Ha/T/Tigre-Hank.aspx,82,22
08.09.2014,471,"Paz, Juan Pablo",ARG,/Tennis/Players/Pa/J/Juan-Pablo-Paz.aspx,82,22
08.09.2014,472,"Picco, Francesco",ITA,/Tennis/Players/Pi/F/Francesco-Picco.aspx,82,28
08.09.2014,473,"Echazu, Mauricio",PER,/Tennis/Players/Ec/M/Mauricio-Echazu.aspx,81,21
08.09.2014,474,"Greul, Simon",GER,/Tennis/Players/Gr/S/Simon-Greul.aspx,80,4
08.09.2014,475,"Wolmarans, Fritz",RSA,/Tennis/Players/Wo/F/Fritz-Wolmarans.aspx,80,21
08.09.2014,476,"Tepavac, Marko",SRB,/Tennis/Players/Te/M/Marko-Tepavac.aspx,80,23
08.09.2014,477,"Dutra da Silva, Daniel",BRA,/Tennis/Players/Si/D/Daniel-Dutra-Da-Silva.aspx,79,28
08.09.2014,478,"Vega Hernandez, David",ESP,/Tennis/Players/Ve/D/David-Vega-Hernandez.aspx,79,34
08.09.2014,479,"Rath, Marc",AUT,/Tennis/Players/Ra/M/Marc-Rath.aspx,78,21
08.09.2014,480,"Petrovic, Danilo",SRB,/Tennis/Players/Pe/D/Danilo-Petrovic.aspx,78,22
08.09.2014,481,"Zampieri, Caio",BRA,/Tennis/Players/Za/C/Caio-Zampieri.aspx,77,17
08.09.2014,482,"Zekic, Miljan",SRB,/Tennis/Players/Ze/M/Miljan-Zekic.aspx,77,21
08.09.2014,483,"Jebavy, Roman",CZE,/Tennis/Players/Je/R/Roman-Jebavy.aspx,77,26
08.09.2014,484,"Mena, Facundo",ARG,/Tennis/Players/Me/F/Facundo-Mena.aspx,77,27
08.09.2014,485,"Marterer, Maximilian",GER,/Tennis/Players/Ma/M/Maximilian-Marterer.aspx,76,20
08.09.2014,486,"Chazal, Maxime",FRA,/Tennis/Players/Ch/M/Maxime-Chazal.aspx,76,25
08.09.2014,487,"King, Evan",USA,/Tennis/Players/Ki/E/Evan-King.aspx,76,27
08.09.2014,488,"Matsukevich, Denis",RUS,/Tennis/Players/Ma/D/Denis-Matsukevich.aspx,75,23
08.09.2014,489,"Gabb, Richard",GBR,/Tennis/Players/Ga/R/Richard-Gabb.aspx,74,18
08.09.2014,490,"Napolitano, Stefano",ITA,/Tennis/Players/Na/S/Stefano-Napolitano.aspx,74,19
08.09.2014,491,"Roelofse, Ruan",RSA,/Tennis/Players/Ro/R/Ruan-Roelofse.aspx,74,20
08.09.2014,492,"Nedelko, Ivan",RUS,/Tennis/Players/Ne/I/Ivan-Nedelko.aspx,74,33
08.09.2014,493,"Zverev, Mischa",GER,/Tennis/Players/Zv/M/Mischa-Zverev.aspx,73,10
08.09.2014,494,"Giorgini, Daniele",ITA,/Tennis/Players/Gi/D/Daniele-Giorgini.aspx,73,11
08.09.2014,495,"Rublev, Andrey",RUS,/Tennis/Players/Ru/A/Andrey-Rublev.aspx,72,11
08.09.2014,496,"Singh, Karunuday",IND,/Tennis/Players/Si/K/Karunuday-Singh.aspx,72,15
08.09.2014,497,"Lammer, Michael",SUI,/Tennis/Players/La/M/Michael-Lammer.aspx,71,17
08.09.2014,498,"Ito, Yuichi",JPN,/Tennis/Players/It/Y/Yuichi-Ito.aspx,71,24
08.09.2014,499,"Watanuki, Yusuke",JPN,/Tennis/Players/Wa/Y/Yusuke-Watanuki.aspx,71,28
08.09.2014,500,"Heras, Patricio",ARG,/Tennis/Players/He/P/Patricio-Heras.aspx,70,18
